buyBoxPrice,monthlyRevenueEstimate,monthlyUnitsSold,amazonIsr
1.0,0.0,156613,false
3.200000047683716,1.0,42500,false
16.0,0.0,0,false
0.0,0.0,637183,false
626.0,0.0,0,true
0.0,0.0,518522,true
0.0,0.0,0,true
0.0,0.0,0,false
4.900000095367432,6.0,41600,false
759121.25,21.0,1883,true
