reviewCount,reviewRating,totalRatings,numberOfSellers
0,1517.6700439453125,0.0,0
1054,0.0,227.6300048828125,0
0,35.0,1.0,0
0,34.0,1.0,0
1512,5284.52001953125,663376625664.0,21
0,1.0,0.0,0
34,0.0,0.0,2299
4,0.0,0.0,4594
1503,4995.919921875,0.0,21
2762,5.0,0.0,0
140528,1.0,0.0,0
0,26.0,1.0,0
0,2322.0,0.0,0
0,5.0,0.0,0
0,8.0,1.0,0
6,0.0,0.0,2462
1500,1728.7099609375,630792519680.0,21
129883,15.0,0.0,0
21,0.0,12.5,0
1,0.0,7.900000095367432,0
6,0.0,0.0,1202
1499,4046.7099609375,0.0,21
1498,37418.30078125,0.0,21
0,0.0,0.0,0
0,40.0,1.0,0
13,0.0,0.0,5274
66062,4.0,0.0,0
0,59.0,1.0,0
0,1489.97998046875,0.0,0
1488,56524.91015625,749782695936.0,21
1487,4806.580078125,0.0,21
1485,50404.8203125,0.0,21
9,0.0,0.0,1070
21,0.0,0.0,0
0,23.0,1.0,0
15,0.0,0.0,4367
1484,42298.51171875,0.0,21
34566,13.0,0.0,0
0,546.0,1.0,0
0,18.0,1.0,0
1478,43306.578125,0.0,21
0,13.0,1.0,0
1747,8.0,0.0,0
0,1.0,0.0,0
0,1.0,0.0,0
92,0.0,0.0,248
1,0.0,7.300000190734863,0
7,0.0,0.0,1138
1,0.0,0.0,8171
210,0.0,0.0,209
113,0.0,0.0,384
46481,9.0,0.0,0
37654,11.0,0.0,0
0,843.0,1.0,0
0,14.0,1.0,0
28,0.0,0.0,2256
0,17.0,1.0,0
0,1.0,0.0,0
0,194.0,1.0,0
210765,1.0,0.0,0
0,1.0,0.0,0
0,0.0,0.0,0
0,341.0,1.0,0
0,0.0,0.0,0
4,0.0,0.0,7438
0,15.0,1.0,0
1449,0.0,651628838912.0,21
1440,56280.0,792277549056.0,21
0,228.0,1.0,0
6,0.0,0.0,7750
1,0.0,8.300000190734863,0
1,0.0,7.199999809265137,0
1440,0.0,608564871168.0,21
0,1439.9200439453125,0.0,0
12,0.0,0.0,5393
0,42.0,1.0,0
12,0.0,0.0,2201
33409,12.0,1.0,0
0,59.0,1.0,0
0,1439.8399658203125,0.0,0
0,4332.0,0.0,0
0,56.0,1.0,0
0,245.0,1.0,0
4024,0.0,107.98999786376953,0
0,1.0,0.0,0
14507,8.0,0.0,0
0,1439.8199462890625,0.0,0
0,1439.760009765625,0.0,0
0,20.0,1.0,0
1,0.0,8.100000381469727,0
7,0.0,0.0,1857
0,1434.9300537109375,0.0,0
4727,0.0,215.22999572753906,0
35546,6.0,0.0,0
1432,5932.64990234375,747607228416.0,21
13,0.0,0.0,5070
0,86.0,1.0,0
1538,22.0,0.0,0
0,1.0,0.0,0
0,39.0,1.0,0
6,0.0,0.0,1815
0,1427.5,0.0,0
4510,0.0,0.0,0
0,1424.050048828125,0.0,0
58,0.0,0.0,530
24765,16.0,0.0,0
6,0.0,318223680.0,7855
725,0.0,106.54000091552734,0
0,35.0,1.0,0
0,80.0,1.0,0
0,1.0,0.0,0
0,1415.47998046875,0.0,0
7,0.0,0.0,7470
0,29.0,1.0,0
3,0.0,0.0,6673
0,1.0,0.0,0
0,1.0,0.0,0
0,6.0,1.0,0
0,1.0,0.0,0
0,343.0,1.0,0
0,47.0,0.0,0
0,1403.9100341796875,0.0,0
1404,145386.453125,810019848192.0,21
0,4.0,0.0,0
38521,5.0,0.0,0
2,0.0,0.0,8170
0,11.0,1.0,0
1,0.0,6.900000095367432,0
0,47.0,1.0,0
0,1399.9300537109375,0.0,0
13874,8.0,0.0,0
1,0.0,9.0,0
1400,40465.51953125,619587698688.0,21
6297,0.0,0.0,0
0,121.0,1.0,0
67037,10.0,1.0,0
14,0.0,0.0,4762
0,0.0,6.699999809265137,0
1,0.0,8.399999618530273,0
0,1399.8599853515625,0.0,0
0,9.0,1.0,0
105782,14.0,0.0,0
1399,2152.39990234375,0.0,21
0,1398.6800537109375,0.0,0
0,1397.219970703125,0.0,0
0,14.0,1.0,0
6696,0.0,0.0,0
0,24.0,1.0,0
0,488.0,1.0,0
0,8.0,1.0,0
0,1.0,0.0,0
0,15.0,1.0,0
0,1391.4000244140625,0.0,0
97966,6.0,0.0,0
0,6.0,1.0,0
4459,7.0,0.0,0
1,0.0,7.199999809265137,0
0,146.0,1.0,0
1380,98601.3515625,856712019968.0,21
8406,6.0,0.0,0
2442,0.0,67.26000213623047,0
0,81.0,1.0,0
486,0.0,97.94999694824219,0
36448,11.0,423601.0,0
0,58.0,1.0,0
0,659.0,1.0,0
1,0.0,8.0,0
1,0.0,8.0,0
0,6.0,1.0,0
1368,11488.0498046875,0.0,21
0,1367.8199462890625,0.0,0
23,0.0,0.0,289
23,0.0,0.0,294
23,0.0,0.0,295
1,0.0,5.699999809265137,0
0,470.0,1.0,0
0,1361.800048828125,0.0,0
1,0.0,8.5,0
8,0.0,0.0,3133
0,73.0,1.0,0
10,0.0,0.0,6168
0,1359.8399658203125,0.0,0
8583,16.0,0.0,0
8054,17.0,0.0,0
0,1.0,0.0,0
0,1.0,0.0,0
26516,24.0,653467779072.0,0
0,7.0,1.0,0
0,77.0,1.0,0
0,1352.969970703125,0.0,0
1352,40630.44921875,0.0,21
0,1352.0,0.0,0
169993,5.0,0.0,0
0,1.0,0.0,0
16026,3.0,0.0,0
1,0.0,8.399999618530273,0
1350,4073.159912109375,717949370368.0,21
0,1349.9000244140625,0.0,0
1350,45321.5703125,747492868096.0,21
0,0.0,0.0,0
0,1349.72998046875,0.0,0
243,3.0,0.0,0
90,0.0,0.0,0
3,0.0,0.0,8757
0,15.0,1.0,0
730,0.0,100.97000122070312,0
0,1346.22998046875,0.0,0
1345,4697.68994140625,760354504704.0,21
3,0.0,0.0,355
32951,1.0,4671323.0,0
0,17.0,1.0,0
79,0.0,0.0,34
21974,9.0,0.0,0
1341,5390.56982421875,760354504704.0,21
0,21.0,50.0,0
5,0.0,0.0,6444
0,811.0,1.0,0
0,6.0,1.0,0
0,21.0,27.290000915527344,0
0,0.0,6.400000095367432,0
0,7.0,1.0,0
38523,6.0,0.0,0
7,0.0,0.0,7285
27031,12.0,0.0,0
0,897.0,1329.8599853515625,0
0,19.0,759041818624.0,0
1330,3383.77001953125,0.0,21
38,0.0,0.0,179
38,0.0,0.0,171
60987,12.0,0.0,0
47,0.0,0.0,906
0,1325.219970703125,0.0,0
1325,1263082.375,0.0,21
0,843.0,1.0,0
0,1322.8199462890625,0.0,0
0,1322.72998046875,0.0,0
0,981.0,661.260009765625,0
0,20.0,1.0,0
4,0.0,0.0,8544
0,1320.0,0.0,0
0,136.0,1.0,0
0,1319.9599609375,0.0,0
0,0.0,5.599999904632568,0
0,10.0,1.0,0
1748,0.0,99.0,0
0,14.0,1.0,0
0,8.0,1.0,0
0,1.0,0.0,0
8,0.0,0.0,1105
0,0.0,8.100000381469727,0
12,0.0,3741261.0,3111
42006,12.0,0.0,0
0,502.0,1.0,0
1,0.0,7.900000095367432,0
0,1319.8800048828125,0.0,0
2,0.0,7.900000095367432,0
0,869.0,1.0,0
0,1319.800048828125,0.0,0
1320,34307.76171875,0.0,21
1172,0.0,197.97000122070312,0
0,17.0,1.0,0
0,1319.760009765625,0.0,0
1,0.0,6.400000095367432,0
0,22.0,1.0,0
7,0.0,0.0,7323
0,5.0,1.0,0
0,173.0,1.0,0
0,9.0,1.0,0
13,0.0,0.0,5386
0,54.0,1.0,0
0,1.0,0.0,0
0,0.0,6.199999809265137,0
0,5.0,1.0,0
0,9.0,1.0,0
14,0.0,0.0,4731
0,1630.0,0.0,0
0,1301.300048828125,0.0,0
0,95.0,1.0,0
0,95.0,1.0,0
4,0.0,0.0,8161
31812,10.0,0.0,0
4515,0.0,0.0,0
0,10.0,1.0,0
0,124.0,1.0,0
0,1.0,0.0,0
0,1.0,0.0,0
0,1299.8699951171875,0.0,0
6500,13.0,0.0,0
42461,13.0,0.0,0
0,1299.8699951171875,0.0,0
0,1496.0,1.0,0
0,127.0,1.0,0
1,0.0,8.100000381469727,0
1,0.0,8.100000381469727,0
0,1299.8699951171875,0.0,0
0,1496.0,1.0,0
0,1299.739990234375,0.0,0
1817,26.0,1.0,0
1299,74585.796875,0.0,21
3562,130.0,0.0,0
0,7.0,1.0,0
10,0.0,0.0,3142
1297,13728.1298828125,79841263616.0,21
1297,4984.259765625,760354504704.0,21
4058,22.0,0.0,0
1296,46791.73828125,58465808384.0,21
0,0.0,7.699999809265137,0
0,1295.8800048828125,0.0,0
913,0.0,151.1300048828125,0
11838,7.0,0.0,0
0,1293.5999755859375,0.0,0
0,1292.8499755859375,0.0,0
48285,7.0,0.0,0
3,0.0,7.199999809265137,0
0,267.0,1.0,0
0,1290.0,0.0,0
0,1.0,0.0,0
0,906.0,1.0,0
0,61.0,1.0,0
0,1289.5699462890625,0.0,0
0,1288.800048828125,0.0,0
3536,129.0,0.0,0
0,1.0,0.0,0
0,175.0,1.0,0
0,8.0,1.0,0
7,0.0,0.0,2000
1280,1203.47998046875,196641030144.0,21
1280,1098.47998046875,196641030144.0,21
8,0.0,0.0,2433
8,0.0,0.0,1556
0,1279.9200439453125,0.0,0
0,1.0,0.0,0
0,16.0,0.0,0
0,16.0,0.0,0
315,16.0,0.0,0
1280,4363.27001953125,749782433792.0,21
0,57.0,1.0,0
0,1279.8399658203125,0.0,0
0,1279.8399658203125,0.0,0
1,0.0,7.099999904632568,0
20634,8.0,0.0,0
1280,27317.9296875,850017320960.0,21
3,0.0,0.0,4321
5,0.0,0.0,1211
0,194.0,1.0,0
1,0.0,8.699999809265137,0
7596,17.0,0.0,0
0,1273.739990234375,0.0,0
0,40.0,1.0,0
0,24.0,1.0,0
44807,8.0,0.0,0
1272,17328.029296875,79841263616.0,21
0,1.0,0.0,0
1269,24024.009765625,760354504704.0,21
0,1268.72998046875,0.0,0
0,5.0,1.0,0
1,0.0,9.199999809265137,0
0,175.0,1.0,0
0,323.0,1.0,0
0,1.0,0.0,0
79,0.0,0.0,36
0,5.0,1.0,0
7220,0.0,188.99000549316406,0
0,1.0,0.0,0
0,1259.9100341796875,0.0,0
555,0.0,188.97999572753906,0
576,0.0,188.97999572753906,0
578,0.0,188.97999572753906,0
0,5.0,1.0,0
0,1259.8599853515625,0.0,0
11724,14.0,0.0,0
0,72.0,1.0,0
4828,0.0,94.48999786376953,0
0,194.0,1.0,0
0,12.0,1.0,0
1259,0.0,0.0,21
0,74.0,1.0,0
0,84.0,1.0,0
0,294.0,1.0,0
0,7.0,1.0,0
42,0.0,0.0,1413
1,0.0,7.300000190734863,0
1,0.0,8.399999618530273,0
30593,13.0,0.0,0
0,1249.949951171875,0.0,0
241,0.0,93.73999786376953,0
0,702.0,1.0,0
1248,16313.2197265625,757377925120.0,21
0,1246.5400390625,0.0,0
0,1246.47998046875,0.0,0
14,0.0,726223683584.0,4880
7,0.0,0.0,2144
1,0.0,7.099999904632568,0
0,5.0,1.0,0
0,1241.72998046875,0.0,0
0,1239.9599609375,0.0,0
1239,5564.9501953125,819260030976.0,21
0,24.0,1.0,0
0,1239.0,0.0,0
27,0.0,0.0,2651
0,26.0,1.0,0
12,0.0,0.0,5478
17857,13.0,0.0,0
0,1235.0,0.0,0
0,582.0,1.0,0
0,5.0,1.0,0
1232,35185.58984375,0.0,21
0,6.0,1.0,0
1,0.0,8.5,0
0,1.0,0.0,0
19045,41.0,730440859648.0,0
0,0.0,614.3800048828125,0
0,0.0,614.3800048828125,0
15580,4.0,0.0,0
0,5.0,1.0,0
1,0.0,8.199999809265137,0
0,1222.8299560546875,0.0,0
0,307.0,1.0,0
72,0.0,0.0,323
1220,23237.490234375,0.0,21
0,1219.949951171875,0.0,0
258,7.0,0.0,0
29,0.0,0.0,2257
0,37.0,1.0,0
11800,14.0,0.0,0
0,53.0,1.0,0
69843,2.0,0.0,0
0,5534.0,0.0,0
0,65.0,1.0,0
1,0.0,8.0,0
0,1.0,0.0,0
1,0.0,8.399999618530273,0
13,0.0,0.0,5346
0,1208.8699951171875,0.0,0
8,0.0,0.0,7080
3352,0.0,0.0,0
0,11.0,1.0,0
55364,2.0,0.0,0
0,275.0,1.0,0
0,559.0,1.0,0
3,0.0,0.0,5274
0,4916.0,985.8800048828125,0
0,192.0,1.0,0
6093,4.0,0.0,0
1200,47801.33984375,0.0,21
0,1199.9599609375,0.0,0
0,1199.949951171875,0.0,0
0,1199.93994140625,0.0,0
1,0.0,8.699999809265137,0
8,0.0,0.0,2268
4,0.0,0.0,4301
4340,0.0,179.99000549316406,0
0,1.0,0.0,0
1200,63862.30078125,664918360064.0,21
1200,114774.109375,673169932288.0,21
0,1199.8800048828125,0.0,0
1200,5962.31982421875,0.0,21
0,1199.8800048828125,0.0,0
0,1.0,0.0,0
1200,19914.26953125,0.0,21
6,0.0,0.0,933
0,1.0,0.0,0
0,1199.8499755859375,0.0,0
21,0.0,0.0,0
8,0.0,0.0,454
8,0.0,0.0,427
0,1199.800048828125,0.0,0
2,0.0,8.199999809265137,0
1200,38299.48828125,0.0,21
24,0.0,0.0,2719
1,0.0,7.699999809265137,0
1,0.0,0.0,7374
0,6.0,1.0,0
40821,3.0,0.0,0
1,0.0,5.0,0
0,7.0,1.0,0
1086,0.0,89.66999816894531,0
0,25.0,1.0,0
1194,175830.875,600005017600.0,21
3391,8.0,0.0,0
3299,8.0,0.0,0
0,8.0,0.0,0
3119,8.0,0.0,0
1,0.0,0.0,9509
4657,10.0,0.0,0
0,1601.0,594.9099731445312,0
0,0.0,0.0,0
44,0.0,0.0,1205
0,0.0,8.300000190734863,0
0,54.0,1.0,0
1184,1077.0999755859375,710702989312.0,21
1183,4743.9599609375,732688154624.0,21
0,13.0,1.0,0
0,56.0,1.0,0
43,0.0,0.0,1319
0,1181.550048828125,0.0,0
0,26.0,1.0,0
38900,7.0,0.0,0
13240,49.0,0.0,0
38816,5.0,0.0,0
0,133.0,1.0,0
0,55.0,1.0,0
38538,6.0,0.0,0
6,0.0,0.0,6353
0,18.0,1.0,0
0,1.0,0.0,0
0,13.0,1.0,0
0,217.0,1.0,0
0,1169.9100341796875,0.0,0
0,42.0,1.0,0
0,1.0,0.0,0
27972,13.0,0.0,0
26,0.0,0.0,2820
0,24.0,1.0,0
0,18.0,1.0,0
0,1160.72998046875,0.0,0
0,7.0,1.0,0
0,4907.0,999.9600219726562,0
1160,24943.369140625,664918360064.0,21
0,1159.9000244140625,0.0,0
5147,23.0,0.0,0
0,6.0,1.0,0
1157,23789.5390625,760354504704.0,21
0,22.0,1.0,0
3,0.0,0.0,7436
0,1.0,0.0,0
0,20.0,1.0,0
0,6.0,1.0,0
27217,32.0,0.0,0
20634,33.0,0.0,0
1,0.0,8.399999618530273,0
0,242.0,1.0,0
5,0.0,0.0,8231
0,1149.9000244140625,0.0,0
0,1149.9000244140625,0.0,0
0,1149.9000244140625,0.0,0
0,1149.9000244140625,0.0,0
1,0.0,7.699999809265137,0
0,5.0,1.0,0
1,0.0,8.600000381469727,0
0,102.0,1.0,0
23,0.0,0.0,289
0,0.0,6.0,0
2,0.0,6.099999904632568,0
0,6.0,1.0,0
0,3018.0,1139.8800048828125,0
1,0.0,8.0,0
0,1139.81005859375,0.0,0
1,0.0,8.0,0
1,0.0,8.5,0
5,0.0,0.0,900
38,0.0,0.0,1871
0,984.0,1.0,0
1135,25790.08984375,784497442816.0,21
3,0.0,0.0,2489
11,0.0,0.0,2474
0,90.0,1.0,0
0,8.0,1.0,0
30892,6.0,0.0,0
0,17.0,1.0,0
0,33.0,1.0,0
1,0.0,8.600000381469727,0
0,24.0,1.0,0
5,0.0,0.0,1109
46589,45.0,0.0,0
0,106.0,1.0,0
4910,2.0,0.0,0
0,1121.3399658203125,0.0,0
0,8.0,1.0,0
2,0.0,0.0,8123
1120,21575.4609375,664918360064.0,21
1120,23246.8203125,664918360064.0,21
1120,51436.5,737417887744.0,21
1120,82388.1015625,0.0,21
1120,40730.94140625,0.0,21
8,0.0,0.0,3811
0,270.0,1.0,0
1,0.0,8.199999809265137,0
0,67.0,1.0,0
0,8.0,1.0,0
2,0.0,0.0,9178
0,8.0,1.0,0
4454,23.0,0.0,0
0,1112.0,0.0,0
1110,21869.7109375,760354504704.0,21
0,7.0,1.0,0
3,0.0,0.0,2410
0,77.0,1.0,0
0,401.0,1.0,0
7,0.0,0.0,2026
0,0.0,4.0,0
16260,13.0,0.0,0
31035,6.0,0.0,0
0,1103.8800048828125,0.0,0
26744,10.0,0.0,0
0,7.0,1.0,0
0,3522.0,550.0,0
5358,0.0,0.0,0
0,14.0,1.0,0
2,0.0,0.0,8178
0,95.0,1.0,0
0,8.0,1.0,0
1,0.0,8.800000190734863,0
0,8.0,1.0,0
0,906.0,1.0,0
0,1.0,0.0,0
0,1099.9000244140625,0.0,0
1164,0.0,82.4800033569336,0
25,0.0,0.0,2368
1099,12382.7998046875,12505645056.0,21
1098,9034.5400390625,0.0,21
1098,9786.5,0.0,21
0,253.0,1.0,0
4,0.0,464204.0,2587
1094,24687.580078125,83162660864.0,21
0,3523.0,546.8800048828125,0
0,1.0,0.0,0
7,0.0,0.0,2020
12,0.0,0.0,4880
52673,10.0,1.0,0
1090,0.0,768443744256.0,21
0,5.0,1.0,0
1,0.0,5.300000190734863,0
1089,0.0,712004468736.0,21
1089,0.0,712004468736.0,21
1,0.0,7.800000190734863,0
0,117.0,1.0,0
0,128.0,1.0,0
0,1083.9599609375,0.0,0
1024,31.0,1.0,0
2,0.0,0.0,4518
0,8.0,2.0,0
0,8.0,1.0,0
1264,4.0,0.0,0
0,67.0,1.0,0
0,1079.9599609375,0.0,0
50026,4.0,0.0,0
0,1.0,0.0,0
0,1.0,0.0,0
0,1.0,0.0,0
153796,1.0,0.0,0
0,1.0,0.0,0
0,1.0,0.0,0
1080,152860.3125,0.0,21
0,14.0,1.0,0
32296,8.0,0.0,0
8,0.0,9.0,0
0,1.0,0.0,0
1,0.0,8.800000190734863,0
21,0.0,12.0,0
0,1079.8800048828125,0.0,0
0,1079.8800048828125,0.0,0
0,1079.8800048828125,0.0,0
5468,0.0,0.0,0
0,1.0,0.0,0
1,0.0,8.5,0
1080,9566.2998046875,749346226176.0,21
36,0.0,0.0,1253
710,0.0,53.880001068115234,0
78519,3.0,0.0,0
0,7.0,1.0,0
0,45.0,1.0,0
21,0.0,0.5,0
0,1069.9000244140625,0.0,0
0,22.0,1.0,0
0,10.0,1.0,0
0,15.0,1.0,0
1064,10486.7900390625,749346226176.0,21
0,2.0,0.0,0
0,0.0,8.100000381469727,0
0,28.0,1.0,0
0,43.0,1.0,0
1,0.0,8.0,0
13877,4.0,462404.0,0
0,7.0,1.0,0
0,31.0,1.0,0
0,1055.780029296875,0.0,0
0,17.0,1.0,0
0,17.0,1.0,0
73768,3.0,0.0,0
0,11.0,1.0,0
0,3.0,0.0,0
0,95.0,1.0,0
0,47.0,1.0,0
7,0.0,0.0,7221
0,1653.0,1.0,0
0,21.0,1.0,0
1,0.0,0.0,9346
1045,4585.509765625,0.0,21
26967,11.0,0.0,0
0,1.0,0.0,0
0,13.0,1.0,0
0,8.0,1.0,0
8,0.0,0.0,2169
25176,5.0,0.0,0
0,15.0,1.0,0
33957,8.0,0.0,0
977,0.0,155.97999572753906,0
972,0.0,155.97999572753906,0
973,0.0,155.97999572753906,0
31925,12.0,0.0,0
21,0.0,13.0,0
0,1038.800048828125,0.0,0
1037,35018.421875,0.0,21
941,22.0,0.0,0
1034,2637.080078125,0.0,21
0,50.0,1.0,0
37495,6.0,0.0,0
0,1032.0,0.0,0
1,0.0,8.199999809265137,0
4809,20.0,0.0,0
0,190.0,1.0,0
7,0.0,0.0,7516
0,35.0,1.0,0
0,1027.0,0.0,0
5,0.0,0.0,2360
0,5.0,1.0,0
0,15.0,1.0,0
7,0.0,0.0,5712
0,1021.0900268554688,0.0,0
67,4.0,0.0,0
5420,0.0,0.0,0
0,18.0,1.0,0
0,581.0,1.0,0
0,1014.0,0.0,0
0,10.0,1.0,0
1014,4353.43994140625,785378246656.0,21
0,21.0,38.9900016784668,0
0,108.0,1.0,0
12,0.0,0.0,5522
30521,16.0,0.0,0
7,0.0,0.0,7399
0,11.0,1.0,0
0,32.0,0.0,0
1004,0.0,651628838912.0,21
17547,12.0,0.0,0
61711,3.0,0.0,0
0,1.0,0.0,0
3349,0.0,75.0,0
0,5.0,1.0,0
2,0.0,0.0,9044
0,999.9600219726562,0.0,0
1,0.0,8.399999618530273,0
0,999.9500122070312,0.0,0
0,999.9500122070312,0.0,0
1000,32602.05078125,810941022208.0,21
3586,5.0,0.0,0
0,124.0,1.0,0
1000,24319.66015625,664918360064.0,21
1000,20381.060546875,613464801280.0,21
1000,19803.759765625,664918360064.0,21
1000,41781.9296875,0.0,21
1,0.0,8.899999618530273,0
7588,20.0,0.0,0
9967,20.0,0.0,0
0,999.5,0.0,0
0,999.5,0.0,0
644,0.0,149.9199981689453,0
54078,50.0,0.0,0
0,999.5,0.0,0
3,0.0,0.0,3002
0,28.0,1.0,0
0,120.0,1.0,0
2,0.0,0.0,7726
0,352.0,1.0,0
996,104496.4375,850022825984.0,21
92116,4.0,0.0,0
15266,4.0,0.0,0
151,0.0,0.0,21003
1,0.0,8.800000190734863,0
31,0.0,0.0,2505
3,0.0,0.0,3843
11,0.0,0.0,3440
27401,11.0,0.0,0
0,0.0,9.0,0
1181,0.0,74.22000122070312,0
0,16.0,50.0,0
0,2.0,0.0,0
0,117.0,1.0,0
7,0.0,0.0,2230
66,0.0,0.0,425
986,78783.2421875,0.0,21
9,0.0,0.0,6637
0,983.9600219726562,0.0,0
0,520.0,1.0,0
0,24.0,1.0,0
0,7.0,1.0,0
980,7409.4599609375,726334046208.0,21
0,531.0,489.9700012207031,0
0,1.0,0.0,0
12922,11.0,0.0,0
978,11891.2998046875,785577541632.0,21
0,6.0,1.0,0
0,6.0,1.0,0
7,0.0,0.0,7248
5347,0.0,72.80999755859375,0
0,10.0,1.0,0
0,969.8499755859375,0.0,0
3,0.0,0.0,4339
3,0.0,0.0,2120
665,0.0,72.66999816894531,0
0,1091.0,1.0,0
2535,22.0,0.0,0
5344,0.0,72.5199966430664,0
0,0.0,0.0,0
7,0.0,0.0,1973
966,14906.3095703125,0.0,21
0,7.0,1.0,0
1794,4.0,0.0,0
0,251.0,1.0,0
0,959.9400024414062,0.0,0
0,5.0,1.0,0
960,0.0,850050482176.0,21
0,8.0,0.0,0
0,959.9199829101562,0.0,0
960,61650.91015625,788414726144.0,21
0,959.9199829101562,0.0,0
0,959.9199829101562,0.0,0
0,81.0,1.0,0
0,4047.0,0.0,0
0,1.0,0.0,0
960,0.0,0.0,21
16318,6.0,0.0,0
0,1.0,0.0,0
0,1.0,0.0,0
960,3595.050048828125,687152037888.0,21
0,20.0,1.0,0
0,35.0,1.0,0
0,959.5,0.0,0
0,12.0,1.0,0
2,0.0,9.199999809265137,0
16,0.0,0.0,2987
33,0.0,112295.0,2321
1,0.0,7.0,0
0,773.0,0.0,0
0,5.0,1.0,0
5360,0.0,71.66000366210938,0
0,716.0,477.5199890136719,0
0,702.0,477.5199890136719,0
0,9.0,1.0,0
1,0.0,8.0,0
1,0.0,8.0,0
1,0.0,8.0,0
1,0.0,8.0,0
0,8.0,1.0,0
3522,0.0,71.44000244140625,0
75788,3.0,0.0,0
1,0.0,7.900000095367432,0
0,12.0,1.0,0
0,19.0,1.0,0
0,0.0,0.0,0
950,2575.340087890625,0.0,21
38,0.0,0.0,1822
3,0.0,0.0,5128
0,946.219970703125,0.0,0
30144,9.0,41681.0,0
945,23676.609375,0.0,21
235,0.0,141.74000549316406,0
945,22597.01953125,0.0,21
10,0.0,111873.0,6104
0,943.0,1.0,0
3351,0.0,70.55000305175781,0
2,0.0,0.0,5653
0,72.0,1.0,0
939,2138.89990234375,58465808384.0,21
0,20.0,1.0,0
1,0.0,8.199999809265137,0
0,934.0,0.0,0
0,6.0,1.0,0
930,60737.26953125,0.0,21
0,7.0,1.0,0
0,941.0,929.969970703125,0
0,12.0,1.0,0
3,0.0,0.0,5310
930,14705.900390625,0.0,21
930,14375.1396484375,0.0,21
10,0.0,0.0,544
23606,10.0,0.0,0
27820,10.0,0.0,0
0,1.0,0.0,0
196948,1.0,0.0,0
0,927.9199829101562,0.0,0
0,0.0,0.0,0
0,0.0,0.0,0
62,0.0,0.0,433
925,23402.259765625,649661120512.0,21
12228,5.0,0.0,0
1,0.0,7.900000095367432,0
1,0.0,7.900000095367432,0
924,1600.6700439453125,0.0,21
924,980.469970703125,0.0,21
924,1520.8399658203125,0.0,21
0,14.0,1.0,0
0,74.0,1.0,0
8362,0.0,0.0,0
0,17.0,1.0,0
0,592.0,1.0,0
13006,6.0,433622.0,0
0,11.0,1.0,0
0,8.0,1.0,0
0,5.0,1.0,0
14,0.0,0.0,4993
0,9.0,1.0,0
912,0.0,0.0,21
7,0.0,0.0,7404
1,0.0,8.199999809265137,0
909,24027.990234375,83162660864.0,21
0,33.0,1.0,0
23,0.0,0.0,294
0,8704.0,905.0399780273438,0
43,0.0,0.0,1328
0,3522.0,450.44000244140625,0
0,5.0,1.0,0
1,0.0,0.0,9432
0,899.969970703125,0.0,0
0,4935.0,739.4099731445312,0
0,14.0,1.0,0
900,449.8900146484375,675487219712.0,21
0,95.0,1.0,0
0,0.0,7.199999809265137,0
1,0.0,8.5,0
0,1.0,0.0,0
0,899.9099731445312,0.0,0
0,3158.0,0.0,0
0,8.0,1.0,0
27523,10.0,0.0,0
0,1.0,0.0,0
22326,9.0,0.0,0
45,0.0,0.0,1190
0,25.0,1.0,0
0,899.5,0.0,0
1,0.0,7.900000095367432,0
0,63.0,1.0,0
0,1.0,0.0,0
0,19.0,1.0,0
0,5.0,1.0,0
7,0.0,0.0,7259
0,7.0,3.0,0
896,0.0,0.0,21
27,0.0,0.0,2927
6,3.700000047683716,0.0,1
0,6.0,1.0,0
136462,39.0,0.0,0
0,883.2999877929688,0.0,0
883,23084.689453125,711691862016.0,21
38,0.0,0.0,2713
12987,49.0,0.0,0
0,19.0,1.0,0
880,19875.80078125,760354504704.0,21
880,4491.6298828125,0.0,21
880,64385.6484375,0.0,21
880,0.0,0.0,21
880,0.0,0.0,21
23563,8.0,1.0,0
880,0.0,0.0,21
967,0.0,131.99000549316406,0
194,0.0,65.98999786376953,0
880,0.0,0.0,21
0,2.0,0.0,0
801,0.0,131.99000549316406,0
880,0.0,0.0,21
0,8.0,0.0,0
0,879.9199829101562,0.0,0
911,0.0,131.99000549316406,0
2,0.0,7.800000190734863,0
1,0.0,7.900000095367432,0
11,0.0,0.0,3436
11,0.0,0.0,3432
880,3794.780029296875,731034288128.0,21
1200,16.0,0.0,0
1085,0.0,65.9800033569336,0
813,22.0,0.0,0
1175,0.0,65.9800033569336,0
2304,22.0,0.0,0
880,13281.9599609375,0.0,21
90,0.0,0.0,85
0,88.0,1.0,0
876,2608.219970703125,763347927040.0,21
0,185.0,1.0,0
0,38.0,1.0,0
0,1.0,0.0,0
1,0.0,0.0,1917
0,1.0,0.0,0
0,82.0,1.0,0
0,869.4000244140625,0.0,0
0,869.3300170898438,0.0,0
0,8.0,1.0,0
37,0.0,0.0,1956
79,0.0,0.0,35
0,593.0,1.0,0
868,18147.73046875,730339868672.0,21
0,380.0,1.0,0
3939,51.0,0.0,0
856,51.0,0.0,0
865,50381.890625,0.0,21
0,863.9099731445312,0.0,0
864,966.2000122070312,0.0,21
864,3935.139892578125,0.0,21
864,3780.919921875,0.0,21
1,0.0,6.300000190734863,0
0,859.9600219726562,0.0,0
860,0.0,0.0,21
128219,1.0,0.0,0
1,0.0,7.599999904632568,0
4,0.0,0.0,2596
1,0.0,7.599999904632568,0
0,906.0,1.0,0
0,859.5700073242188,0.0,0
1,0.0,0.0,1167
