numberOfSellers,monthlyRevenueEstimate,monthlyUnitsSold,reviewRating
0,0.0,36136,181.0
3860,1.0,0,0.0
0,21.0,9781,0.0
0,21.0,138260,0.0
0,0.0,41308,10.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,1.0
9709,1.0,0,0.0
0,0.0,9099,12.0
21,10819.0,1,327623.15625
0,0.0,0,0.0
21,11573.0,1,1547.9599609375
10851,1.0,0,0.0
0,0.0,33835,19.0
21,21332.0,1,83070.671875
11109,1.0,0,0.0
0,0.0,0,0.0
21,10024.0,1,349.05999755859375
941,1.0,0,0.0
0,0.0,83471,27.0
0,0.0,86356,27.0
0,0.0,93131,27.0
0,0.0,82120,27.0
0,0.0,0,6.0
0,0.0,0,0.0
21,42274.0,0,27917.58984375
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,2994,345.0
0,0.0,7180,441.0
21,158200.0,1,9124.919921875
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,51305,4639.0
0,0.0,3157,5.0
0,0.0,18580,28.0
0,0.0,6967,1090.0
76551,1.0,0,0.0
446377,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,2154.0,0,0.0
0,0.0,0,0.0
0,0.0,0,49.0
0,0.0,0,49.0
21,0.0,1,0.0
21,608.0,1,0.0
21,681.0,1,0.0
0,0.0,30574,16.0
0,0.0,69965,48.0
0,0.0,5968,121.0
0,0.0,385,8.0
0,0.0,0,1.0
0,0.0,25423,490.0
0,0.0,0,0.0
0,0.0,72030,19.0
0,0.0,0,6.0
21,0.0,1,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,8215,7.0
21,10111.0,1,1557.1400146484375
21,655.0,1,0.0
21,601.0,1,0.0
21,571.0,1,0.0
21,670.0,1,0.0
21,623.0,1,0.0
21,557.0,1,0.0
21,674.0,1,0.0
21,593.0,1,0.0
0,21.0,7059,0.0
0,0.0,0,0.0
6332,1.0,0,0.0
21,602.0,1,0.0
0,21.0,5899,0.0
21,7335.0,1,705358.0
0,0.0,0,1.0
21,575.0,1,0.0
21,619.0,1,0.0
21,543.0,1,0.0
21,587.0,1,0.0
0,21.0,1763,0.0
21,671.0,1,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,2089,9.0
0,0.0,1738802,9.0
21,693.0,1,0.0
21,680.0,1,0.0
21,673.0,1,0.0
21,625.0,1,0.0
21,607.0,1,0.0
21,673.0,1,0.0
21,6181.0,1,0.0
21,6079.0,1,0.0
0,21.0,5969,0.0
0,0.0,0,1.0
0,0.0,0,0.0
21,661.0,1,0.0
21,647.0,1,0.0
21,627.0,1,0.0
21,675.0,1,0.0
21,558.0,1,0.0
21,449.0,1,18346.169921875
21,452.0,1,1336.949951171875
3405,0.0,0,0.0
0,0.0,1477,9.0
0,0.0,1125,47.0
21,606.0,1,0.0
21,46.0,0,0.0
0,0.0,17896,95.0
0,0.0,11339,121.0
0,0.0,0,0.0
0,0.0,0,1.0
0,21.0,6093,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,18302.0,1,180913.90625
0,0.0,0,0.0
13301,1.0,0,0.0
21,6876.0,0,16273.990234375
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,38753,490.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
11135,1.0,0,0.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,0.0,0,44.0
0,21.0,12591,0.0
0,0.0,0,0.0
21,11895.0,1,5235.009765625
0,0.0,21175,127.0
11421,1.0,0,0.0
10645,1.0,0,0.0
0,0.0,15387,168.0
2307,1.0,0,0.0
2307,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,1071,6.0
3757,4.0,0,0.0
0,0.0,641,5.0
0,0.0,33925,18.0
0,0.0,1502,5.0
21,610.0,1,0.0
21,434.0,1,0.0
0,21.0,7045,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,638.0,1,0.0
21,632.0,1,0.0
21,10439.0,1,38623.94140625
21,571.0,1,0.0
21,9980.0,1,2343.030029296875
0,0.0,17779,121.0
599,1.0,0,0.0
21,628.0,1,0.0
0,21.0,1860,0.0
21,689.0,1,0.0
21,598.0,1,0.0
13296,1.0,0,0.0
21,618.0,1,0.0
21,570.0,1,0.0
0,0.0,21,0.0
21,7124.0,1,437184.0
0,0.0,0,0.0
0,21.0,6129,0.0
0,0.0,0,1.0
0,0.0,103934,61.0
21,590.0,1,0.0
21,661.0,1,0.0
21,662.0,1,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,629.0,1,0.0
0,21.0,751,0.0
0,0.0,93616,288.0
0,0.0,0,0.0
0,0.0,1599,7.0
21,1936.0,1,36038.98828125
0,0.0,0,0.0
0,21.0,6179,0.0
0,0.0,0,1.0
0,0.0,336,8.0
2762,1.0,0,0.0
0,0.0,16379,121.0
0,0.0,0,0.0
0,0.0,0,0.0
21,656.0,1,0.0
21,669.0,1,0.0
21,594.0,1,0.0
21,630.0,1,0.0
21,679.0,1,0.0
21,5974.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,5966.0,1,0.0
21,10907.0,1,3718.5
0,0.0,182336,273.0
132,1.0,0,0.0
0,0.0,0,1.0
21,5985.0,1,0.0
0,0.0,0,0.0
21,6179.0,1,0.0
0,21.0,6319,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,411.0,1,9862.0703125
21,652.0,1,1655882.5
21,644.0,1,0.0
21,634.0,1,0.0
21,596.0,1,0.0
21,639.0,1,0.0
21,611.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
21,620.0,1,0.0
21,643.0,1,0.0
21,650.0,1,0.0
21,620.0,1,0.0
21,615.0,1,0.0
21,648.0,1,0.0
21,581.0,1,0.0
0,21.0,7019,0.0
0,0.0,0,1.0
21,631.0,1,0.0
21,665.0,1,0.0
0,0.0,0,0.0
21,454.0,1,26.020000457763672
21,681.0,1,0.0
21,649.0,1,0.0
21,632.0,1,0.0
21,625.0,1,0.0
21,424.0,1,0.0
21,602.0,1,0.0
21,599.0,1,0.0
0,21.0,6376,0.0
0,21.0,6325,0.0
0,0.0,0,0.0
21,6118.0,1,0.0
21,642.0,1,0.0
21,679.0,1,0.0
0,0.0,8889,121.0
0,0.0,6984,121.0
0,21.0,944,0.0
0,0.0,0,0.0
12208,2.0,0,0.0
0,0.0,0,0.0
0,0.0,5714,121.0
0,0.0,0,7.0
0,0.0,0,7.0
21,2405.0,1,30601.869140625
0,0.0,0,0.0
0,0.0,192,10.0
0,0.0,0,0.0
0,0.0,1006,6.0
0,0.0,11082,124.0
21,655.0,1,0.0
13306,1.0,0,0.0
21,9729.0,1,2057.43994140625
0,0.0,7238,121.0
0,0.0,0,0.0
21,153.0,1,1265.5400390625
21,599.0,1,0.0
21,6349.0,1,0.0
0,0.0,0,1.0
0,21.0,6304,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,12819,5.0
0,0.0,26753,124.0
0,0.0,65215,906.0
21,671.0,1,0.0
0,0.0,0,5.0
0,21.0,6153,0.0
21,6163.0,1,0.0
0,0.0,0,0.0
21,6159.0,1,0.0
0,0.0,0,0.0
0,0.0,4548,5.0
0,0.0,15029,7.0
12162,1.0,0,0.0
0,0.0,43395,10.0
0,0.0,0,8.0
1983,1.0,0,0.0
12170,1.0,0,0.0
12884,3.0,0,0.0
13471,1.0,0,0.0
21,13556.0,1,2843.39990234375
1,0.0,6280,187.0
0,0.0,0,0.0
0,21.0,606721,0.0
0,0.0,38390,290.0
10379,1.0,0,0.0
0,0.0,0,1.0
765,2.0,0,0.0
0,0.0,182471,1679.0
0,0.0,2303,77.0
0,0.0,2422,5.0
0,0.0,123,7.0
0,21.0,3845,0.0
10380,1.0,0,0.0
684,1.0,0,0.0
0,0.0,2327,15.0
0,0.0,0,0.0
0,21.0,11267,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,58503,15.0
0,0.0,21,0.0
0,0.0,24074,6.0
0,0.0,0,0.0
21,10242.0,1,416141.25
11047,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,23.0
189943,2.0,0,0.0
0,21.0,8496,0.0
0,0.0,0,2.0
2,0.0,0,4.599999904632568
0,0.0,0,0.0
0,0.0,0,2.0
0,21.0,8620,0.0
0,21.0,8594,0.0
0,0.0,0,2.0
0,0.0,0,0.0
0,0.0,0,6.0
0,0.0,97979,13.0
0,0.0,0,0.0
0,0.0,465,9.0
0,0.0,36055,36.0
6441,1.0,0,0.0
0,0.0,0,0.0
0,0.0,25043,154.0
0,0.0,3587,45.0
10308,1.0,0,0.0
0,0.0,56,7.0
0,0.0,3247,6.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,44,6.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,4.0
21,50911.0,3,339526.46875
0,21.0,158078,0.0
0,0.0,77333,27.0
0,0.0,0,3.0
1,0.0,312115,57.0
0,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,1.0,0,0.0
0,1.0,0,0.0
0,1.0,0,0.0
0,0.0,0,0.0
0,1.0,0,0.0
0,0.0,0,0.0
0,1.0,0,0.0
0,0.0,0,0.0
0,1.0,0,0.0
0,1.0,0,0.0
0,0.0,0,0.0
0,1.0,0,0.0
0,0.0,9112,50.0
0,0.0,0,5.0
0,0.0,20569,10.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,3.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,3.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1319,11.0
0,0.0,0,0.0
97122,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,1.0,0,0.0
0,0.0,0,10.0
0,0.0,0,94.0
0,0.0,21,0.0
33015,1.0,0,0.0
31782,1.0,0,0.0
0,0.0,0,0.0
0,0.0,18,94.0
32368,1.0,0,0.0
21,11364.0,2,174.44000244140625
0,0.0,0,0.0
0,0.0,280,9.0
0,0.0,3252,75.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,58673,16.0
0,21.0,1022,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,5778,25.0
0,0.0,0,0.0
0,0.0,3228,8.0
0,0.0,0,0.0
21387,1.0,0,0.0
0,0.0,0,0.0
9740,1.0,0,0.0
18637,1.0,0,0.0
9759,1.0,0,0.0
0,21.0,10979,0.0
15779,1.0,0,0.0
0,0.0,0,0.0
14556,3.0,0,0.0
0,0.0,1779,827.0
0,0.0,3496,821.0
761,1.0,0,0.0
18307,1.0,0,0.0
0,0.0,0,0.0
0,21.0,10187,0.0
9766,1.0,0,0.0
9350,1.0,0,0.0
0,0.0,0,0.0
0,0.0,791,5.0
12766,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
21,11111.0,0,106322.921875
11275,1.0,0,0.0
21,12937.0,1,7013.3798828125
9354,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,11394,10.0
9361,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,4176,7.0
4184,1.0,0,0.0
0,0.0,232879,55.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
470,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,5.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,30180,222.0
29860,1.0,0,0.0
0,0.0,1752,5.0
0,0.0,3694,16.0
0,0.0,4492,6.0
0,21.0,373,0.0
11111,1.0,0,0.0
0,0.0,6040,16.0
0,0.0,0,0.0
0,0.0,0,0.0
14736,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
1130,1.0,0,0.0
13072,0.0,0,0.0
0,0.0,0,15.0
0,0.0,0,0.0
9016,1.0,0,0.0
66139,1.0,0,0.0
0,0.0,0,40709.0
0,0.0,9302,378.0
0,0.0,0,37953.0
0,0.0,277848,1811.0
0,0.0,15171,378.0
21,8529.0,1,0.0
0,0.0,0,0.0
21,1718.0,1,0.0
160564,1.0,0,0.0
21,89516.0,1,32122.880859375
0,0.0,113155,3067.0
124222,1.0,0,0.0
0,0.0,100050,3067.0
0,0.0,0,0.0
0,0.0,0,182454.0
0,0.0,28531,3067.0
0,0.0,3177,154.0
0,0.0,98365,903.0
0,0.0,102708,858.0
0,0.0,0,1.0
0,0.0,18701,3067.0
0,0.0,0,49448.0
0,0.0,17913,511.0
0,0.0,0,5.0
0,0.0,1,0.0
0,0.0,0,142.0
7547,1.0,0,0.0
11357,1.0,0,0.0
0,0.0,102829,12.0
0,0.0,10295,5.0
0,0.0,4253,5.0
9743,4.0,0,0.0
0,0.0,176377,35.0
21,2750.0,1,1092.300048828125
10231,2.0,0,0.0
0,0.0,0,0.0
0,0.0,8236,26.0
0,0.0,0,0.0
0,0.0,21,0.0
12015,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,16282,0.0
0,0.0,0,0.0
0,0.0,66853,997.0
0,0.0,43334,3067.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,335,121.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,21.0
0,0.0,0,0.0
1589883,2.0,0,0.0
0,0.0,0,0.0
0,0.0,0,94.0
0,0.0,0,0.0
0,0.0,20147,601.0
0,0.0,28859,1090.0
0,1.0,0,0.0
0,0.0,42097,1368.0
0,0.0,28703,507.0
21,34558.0,1,38406.1796875
0,0.0,38928,463.0
0,0.0,27041,1143.0
72555,1.0,0,0.0
1008034,2.0,0,0.0
21,255528.0,1,1646.8199462890625
0,0.0,5166,216.0
90833,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,63745,12.0
9436,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,6295,0.0
0,0.0,24,6.0
0,0.0,106496,237.0
11270,2.0,0,0.0
0,0.0,59972,12.0
0,21.0,700,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,9292.0,1,212.30999755859375
0,0.0,0,0.0
0,0.0,1014,47.0
10521,1.0,0,0.0
0,0.0,0,0.0
21,602.0,1,0.0
6725,1.0,0,0.0
0,0.0,285,47.0
21,0.0,1,3069835.5
0,0.0,61,183.0
0,0.0,18051,127.0
0,0.0,24824,127.0
0,0.0,20643,127.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1197,39.0
0,0.0,280,8.0
0,0.0,1827,7.0
0,0.0,238848,7.0
0,21.0,6983,0.0
21,6108.0,1,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
21,6190.0,1,120.4800033569336
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,60948,34.0
0,0.0,14520,8.0
0,0.0,57733,12.0
0,0.0,0,0.0
0,21.0,9291,0.0
0,0.0,4596,6.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
21,599.0,1,0.0
0,0.0,84900,288.0
0,21.0,2437,0.0
0,0.0,0,0.0
0,0.0,11429,121.0
0,0.0,21,0.0
3760,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,632,47.0
0,0.0,0,0.0
21,6150.0,1,0.0
0,21.0,6069,0.0
21,9293.0,1,224.9499969482422
0,0.0,192,5.0
0,21.0,7023,0.0
7020,1.0,0,0.0
0,0.0,0,0.0
0,21.0,6136,0.0
0,21.0,9292,0.0
0,0.0,0,0.0
21,7097.0,1,472194.0
0,21.0,7070,0.0
0,0.0,325462,7.0
0,0.0,172744,44.0
11292,6.0,0,0.0
11231,1.0,0,0.0
0,0.0,924,47.0
0,0.0,59916,48.0
0,21.0,6159,0.0
21,5938.0,1,131.80999755859375
0,21.0,9296,0.0
21,9292.0,1,228.7899932861328
0,0.0,288,47.0
63589,1.0,0,0.0
0,0.0,44244,478.0
0,0.0,83128,7579.0
0,0.0,0,0.0
0,0.0,249318,1679.0
0,0.0,16474,25.0
21,3962.0,1,12602.419921875
0,0.0,21271,232.0
0,0.0,31353,687.0
0,0.0,28314,680.0
0,0.0,227172,1522.0
0,0.0,28549,454.0
0,0.0,444858,275.0
2023,2.0,0,0.0
12658,2.0,0,0.0
0,0.0,308,5.0
0,21.0,2586,0.0
0,0.0,8646,9.0
0,0.0,6316,8.0
0,0.0,1779,7.0
0,0.0,0,0.0
0,0.0,0,0.0
272279,1.0,0,0.0
251867,1.0,0,0.0
0,0.0,0,10.0
0,0.0,146846,999.0
0,0.0,107387,2374.0
241461,1.0,0,0.0
285345,1.0,0,0.0
258489,1.0,0,0.0
284367,1.0,0,0.0
227444,1.0,0,0.0
308129,1.0,0,0.0
278909,1.0,0,0.0
274718,1.0,0,0.0
0,21.0,136564,0.0
260429,1.0,0,0.0
0,0.0,0,0.0
0,21.0,26551,0.0
246402,1.0,0,0.0
273004,1.0,0,0.0
264646,1.0,0,0.0
210289,1.0,0,0.0
0,0.0,285145,9318.0
52828,2.0,0,0.0
0,0.0,0,13.0
0,0.0,0,0.0
64458,2.0,0,0.0
0,0.0,586,6.0
0,0.0,0,0.0
0,0.0,73027,1626.0
12446,0.0,0,0.0
0,0.0,1299,3.0
0,0.0,37414,4.0
0,0.0,0,0.0
0,0.0,1036,3.0
0,0.0,0,0.0
21,10027.0,0,0.0
0,0.0,0,2.0
0,0.0,54,2.0
13007,0.0,0,0.0
0,0.0,14311,1.0
10983,2.0,0,0.0
0,0.0,174,0.0
0,0.0,17283,2.0
9740,1.0,0,0.0
0,0.0,2970,3.0
12501,3.0,0,0.0
0,0.0,0,0.0
0,0.0,6726,4.0
0,0.0,0,0.0
0,0.0,0,1.0
9185,1.0,0,0.0
0,0.0,0,1.0
0,0.0,210,3.0
0,0.0,551,3.0
0,0.0,0,0.0
9738,1.0,0,0.0
15309,1.0,0,0.0
0,0.0,418,0.0
0,0.0,14260,3.0
1,0.0,0,0.0
21,14920.0,1,0.0
21,14917.0,1,0.0
42,0.0,0,1.0
1,0.0,0,5.0
0,0.0,0,0.0
0,0.0,26156,4.0
0,0.0,16843,0.0
0,0.0,1680,4.0
0,0.0,441,0.0
0,0.0,0,0.0
0,21.0,11384,0.0
0,0.0,0,1.0
9052,3.0,0,0.0
0,0.0,0,0.0
0,21.0,0,0.0
0,0.0,1046,0.0
10302,1.0,0,0.0
13012,1.0,0,0.0
12725,1.0,0,0.0
19980,1.0,0,0.0
0,0.0,0,1.0
0,0.0,831,4.0
8086,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,0.0,1,118315.078125
0,0.0,0,4.0
0,0.0,0,0.0
0,0.0,0,0.0
14366,3.0,0,0.0
21,8706.0,1,27045.44921875
0,0.0,9158,2.0
0,0.0,296,2.0
0,0.0,0,0.0
0,0.0,343,1.0
15241,6.0,0,0.0
21,17178.0,3,0.0
0,0.0,1905,0.0
0,0.0,2340,2.0
0,0.0,0,1.0
0,0.0,1231,1.0
0,0.0,1774,1.0
0,0.0,0,1.0
0,0.0,16171,0.0
0,0.0,16347,4.0
0,0.0,1693,0.0
0,0.0,3254,0.0
0,0.0,655,0.0
0,0.0,368,2.0
0,0.0,1117,1.0
0,0.0,258,0.0
0,0.0,462,3.0
12281,6.0,0,0.0
0,0.0,11499,0.0
0,0.0,112,3.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,2980,0.0
9266,6.0,0,0.0
0,0.0,0,0.0
15,0.0,0,0.0
1,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,532,1.0
15459,1.0,0,0.0
8094,1.0,0,0.0
0,0.0,98586,0.0
0,0.0,283,0.0
0,0.0,0,0.0
0,0.0,978,1.0
0,0.0,9833,2.0
0,0.0,0,0.0
0,0.0,20,0.0
0,0.0,3518,0.0
0,0.0,263,0.0
0,0.0,2829,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,3068,1.0
0,0.0,0,0.0
9501,1.0,0,0.0
0,0.0,1203,1.0
0,0.0,4719,1.0
0,0.0,5039,0.0
0,0.0,5326,0.0
0,0.0,1312,1.0
0,0.0,1040,0.0
11655,1.0,0,0.0
0,0.0,0,0.0
0,0.0,912,0.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,1000,1.0
0,0.0,0,3.0
0,0.0,0,2.0
0,0.0,0,0.0
0,0.0,0,3.0
0,0.0,6182,0.0
0,0.0,1572,3.0
0,0.0,332,0.0
20474,1.0,0,0.0
0,0.0,747,1.0
0,0.0,782,2.0
21,14744.0,2,1253.6700439453125
0,0.0,0,1.0
21,15853.0,1,0.0
0,0.0,0,0.0
16369,1.0,0,0.0
0,0.0,0,1.0
0,0.0,21,0.0
21,17721.0,2,6906.5498046875
0,0.0,1142,2.0
0,0.0,1417,0.0
0,0.0,0,2.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,1403,0.0
0,0.0,0,2.0
0,0.0,0,2.0
0,0.0,1951,1.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
8412,1.0,0,0.0
0,0.0,0,1.0
0,0.0,9320,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,1169,1.0
8825,7.0,0,0.0
0,0.0,809,0.0
15396,3.0,0,0.0
0,0.0,0,0.0
0,0.0,1363,1.0
2133,10.0,0,0.0
0,0.0,178,3.0
0,0.0,0,0.0
0,0.0,0,0.0
17213,5.0,0,0.0
0,0.0,279,0.0
0,0.0,496,1.0
21,16464.0,1,475.44000244140625
0,0.0,32136,3.0
0,0.0,19102,4.0
0,0.0,4195,1.0
0,0.0,0,0.0
0,0.0,3911,1.0
17001,6.0,0,0.0
0,0.0,0,0.0
0,0.0,254,3.0
13713,6.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
8282,7.0,0,0.0
0,0.0,0,0.0
0,0.0,15588,4.0
0,0.0,3723,2.0
8909,2.0,0,0.0
0,0.0,23014,3.0
0,0.0,4101,3.0
0,0.0,63476,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,265,4.0
0,0.0,891,2.0
0,0.0,287,0.0
0,0.0,5806,1.0
8767,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,1.0
6421,1.0,0,0.0
0,0.0,3878,0.0
0,0.0,0,0.0
0,0.0,0,1.0
0,0.0,18487,2.0
0,0.0,3449,4.0
0,0.0,712,0.0
0,0.0,5476,3.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,3126,0.0
0,0.0,0,4.0
0,0.0,0,0.0
0,0.0,0,4.0
0,0.0,1521,0.0
0,0.0,970,3.0
21,6876.0,1,43382.640625
0,0.0,2660,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
13423,1.0,0,0.0
21,7990.0,0,19117.349609375
0,0.0,21,0.0
17729,1.0,0,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,3.0
21,17733.0,1,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,21.0,9298,0.0
21,2090.0,1,0.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1266,2.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,21,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,2.0
21,17723.0,1,0.0
9738,1.0,0,0.0
0,0.0,0,3.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1385,3.0
0,0.0,937,0.0
0,0.0,0,0.0
11196,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1439,2.0
0,0.0,0,0.0
13654,1.0,0,0.0
0,0.0,0,0.0
0,21.0,7850,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
20861,1.0,0,0.0
0,0.0,0,1.0
13376,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
21,7120.0,1,0.0
0,0.0,0,0.0
0,0.0,1692,0.0
0,0.0,974,1.0
0,0.0,0,0.0
0,0.0,0,0.0
21,17842.0,1,0.0
0,0.0,0,0.0
0,0.0,1750,0.0
0,0.0,1231,1.0
0,0.0,0,21.0
0,0.0,3802,1.0
0,0.0,20620,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,334,0.0
6683,1.0,0,0.0
0,0.0,239,2.0
0,0.0,0,1.0
0,0.0,0,0.0
0,0.0,4685,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,87,0.0
0,0.0,0,0.0
6105,1.0,0,0.0
21,11048.0,1,0.0
0,0.0,21,0.0
11565,1.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
