numberOfSellers,monthlyRevenueEstimate,monthlyUnitsSold,reviewRating
0,0.0,0,1268.72998046875
0,0.0,4076,5.0
0,21.0,573,0.0
0,0.0,63033,175.0
0,0.0,0,323.0
0,0.0,0,1.0
36,1.0,1263,0.0
0,0.0,3781,5.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,1259.9100341796875
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,2839,5.0
0,0.0,0,1259.8599853515625
0,0.0,0,14.0
0,0.0,29902,72.0
0,0.0,21,0.0
0,0.0,60497,194.0
0,0.0,16475,12.0
21,5144.0,1,0.0
0,0.0,14658,74.0
0,0.0,46239,84.0
0,0.0,21991,294.0
0,0.0,4035,7.0
1413,1.0,1256,0.0
0,21.0,8563,0.0
0,21.0,3451,0.0
0,0.0,0,13.0
0,0.0,0,1249.949951171875
0,0.0,21,0.0
0,0.0,47875,702.0
21,2942.0,1,16313.2197265625
0,0.0,0,1246.5400390625
0,0.0,0,1246.47998046875
4880,1.0,1246,0.0
2144,1.0,1246,0.0
0,21.0,430,0.0
0,0.0,437,5.0
0,0.0,0,1241.72998046875
0,0.0,0,1239.9599609375
21,128.0,1,5564.9501953125
0,0.0,27620,24.0
0,0.0,0,1239.0
2651,6.0,1237,0.0
0,0.0,70801,26.0
5478,0.0,1236,0.0
0,0.0,0,13.0
0,0.0,0,1235.0
0,0.0,205102,582.0
0,0.0,1065,5.0
21,4843.0,1,35185.58984375
0,0.0,1614,6.0
0,21.0,4797,0.0
0,0.0,0,1.0
0,0.0,0,41.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,4.0
0,0.0,0,5.0
0,21.0,7542,0.0
0,0.0,0,1222.8299560546875
0,0.0,32641,307.0
323,1.0,1220,0.0
21,2054.0,1,23237.490234375
0,0.0,0,1219.949951171875
0,0.0,0,7.0
2257,1.0,1218,0.0
0,0.0,58644,37.0
0,0.0,0,14.0
0,0.0,47359,53.0
0,0.0,0,2.0
0,0.0,0,5534.0
0,0.0,67820,65.0
0,21.0,2319,0.0
0,0.0,0,1.0
0,21.0,3445,0.0
5346,1.0,1209,0.0
0,0.0,0,1208.8699951171875
7080,1.0,1200,0.0
0,0.0,21,0.0
0,0.0,111780,11.0
0,0.0,0,2.0
0,0.0,341323,275.0
0,0.0,184532,559.0
5274,1.0,1200,0.0
0,0.0,0,4916.0
0,0.0,152616,192.0
0,0.0,0,4.0
21,6909.0,1,47801.33984375
0,0.0,0,1199.9599609375
0,0.0,0,1199.949951171875
0,0.0,0,1199.93994140625
0,21.0,1980,0.0
2268,1.0,1200,0.0
4301,1.0,1200,0.0
0,0.0,21,0.0
0,0.0,0,1.0
21,2852.0,2,63862.30078125
21,5558.0,0,114774.109375
0,0.0,0,1199.8800048828125
21,1890.0,1,5962.31982421875
0,0.0,0,1199.8800048828125
0,0.0,0,1.0
21,1194.0,1,19914.26953125
933,2.0,1200,0.0
0,0.0,0,1.0
0,0.0,0,1199.8499755859375
0,0.0,0,0.0
454,1.0,1200,0.0
427,1.0,1200,0.0
0,0.0,0,1199.800048828125
0,21.0,1932,0.0
21,5475.0,1,38299.48828125
2719,1.0,1200,0.0
0,21.0,916,0.0
7374,0.0,1199,0.0
0,0.0,0,6.0
0,0.0,0,3.0
0,21.0,8834,0.0
0,0.0,1693,7.0
0,0.0,21,0.0
0,0.0,20186,25.0
21,1369.0,1,175830.875
0,0.0,0,8.0
0,0.0,0,8.0
0,0.0,0,8.0
0,0.0,0,8.0
9509,7.0,1191,0.0
0,0.0,0,10.0
0,0.0,0,1601.0
0,0.0,0,0.0
1205,1.0,1187,0.0
0,21.0,8168,0.0
0,0.0,3685,54.0
21,1947.0,1,1077.0999755859375
21,1255.0,1,4743.9599609375
0,0.0,41075,13.0
0,0.0,21378,56.0
1319,1.0,1182,0.0
0,0.0,0,1181.550048828125
0,0.0,18780,26.0
0,0.0,0,7.0
0,0.0,0,49.0
0,0.0,0,5.0
0,0.0,17061,133.0
0,0.0,3072,55.0
0,0.0,0,6.0
6353,2.0,1170,0.0
0,0.0,35444,18.0
0,0.0,0,1.0
0,0.0,11582,13.0
0,0.0,124960,217.0
0,0.0,0,1169.9100341796875
0,0.0,39591,42.0
0,0.0,0,1.0
0,0.0,0,13.0
2820,1.0,1168,0.0
0,0.0,34775,24.0
0,0.0,85092,18.0
0,0.0,0,1160.72998046875
0,0.0,4382,7.0
0,0.0,0,4907.0
21,4022.0,1,24943.369140625
0,0.0,0,1159.9000244140625
0,0.0,0,23.0
0,0.0,646,6.0
21,227.0,1,23789.5390625
0,0.0,19548,22.0
7436,1.0,1156,0.0
0,0.0,0,1.0
0,0.0,24281,20.0
0,0.0,2293,6.0
0,0.0,0,32.0
0,0.0,0,33.0
0,21.0,4304,0.0
0,0.0,19329,242.0
8231,1.0,1150,0.0
0,0.0,0,1149.9000244140625
0,0.0,0,1149.9000244140625
0,0.0,0,1149.9000244140625
0,0.0,0,1149.9000244140625
0,21.0,1053,0.0
0,0.0,8219,5.0
0,21.0,0,0.0
0,0.0,4057,102.0
289,1.0,1143,0.0
0,21.0,6736,0.0
0,21.0,4455,0.0
0,0.0,1793,6.0
0,0.0,0,3018.0
0,21.0,250,0.0
0,0.0,0,1139.81005859375
0,21.0,899,0.0
0,21.0,1006,0.0
900,1.0,1140,0.0
1871,1.0,1140,0.0
0,0.0,67580,984.0
21,5950.0,0,25790.08984375
2489,2.0,1133,0.0
2474,1.0,1133,0.0
0,0.0,0,90.0
0,0.0,36084,8.0
0,0.0,0,6.0
0,0.0,19263,17.0
0,0.0,52991,33.0
0,21.0,1477,0.0
0,0.0,45578,24.0
1109,1.0,1125,0.0
0,0.0,0,45.0
0,0.0,4351,106.0
0,0.0,0,2.0
0,0.0,0,1121.3399658203125
0,0.0,1814,8.0
8123,2.0,1120,0.0
21,4095.0,1,21575.4609375
21,3994.0,1,23246.8203125
21,5025.0,1,51436.5
21,3862.0,1,82388.1015625
21,3614.0,1,40730.94140625
3811,1.0,1120,0.0
0,0.0,27301,270.0
0,21.0,591,0.0
0,0.0,30083,67.0
0,0.0,967,8.0
9178,1.0,1116,0.0
0,0.0,10111,8.0
0,0.0,0,23.0
0,0.0,0,1112.0
21,230.0,1,21869.7109375
0,0.0,2467,7.0
2410,0.0,1107,0.0
0,0.0,30331,77.0
0,0.0,18609,401.0
2026,1.0,1106,0.0
0,97015416.0,0,0.0
0,0.0,0,13.0
0,0.0,0,6.0
0,0.0,0,1103.8800048828125
0,0.0,0,10.0
0,0.0,180478,7.0
0,0.0,0,3522.0
0,0.0,21,0.0
0,0.0,189132,14.0
8178,1.0,1100,0.0
0,0.0,16280,95.0
0,0.0,24119,8.0
0,21.0,6500,0.0
0,0.0,1062,8.0
0,0.0,49651,906.0
0,0.0,0,1.0
0,0.0,0,1099.9000244140625
0,0.0,21,0.0
2368,2.0,1100,0.0
21,3142.0,1,12382.7998046875
21,909.0,1,9034.5400390625
21,737.0,1,9786.5
0,0.0,14998,253.0
2587,0.0,1094,0.0
21,6648.0,4,24687.580078125
0,0.0,0,3523.0
0,0.0,0,1.0
2020,1.0,1092,0.0
4880,0.0,1092,0.0
0,0.0,0,10.0
21,1288.0,1,0.0
0,0.0,0,5.0
0,21.0,5959,0.0
21,351.0,1,0.0
21,361.0,1,0.0
0,21.0,7040,0.0
0,0.0,103822,117.0
0,0.0,50966,128.0
0,0.0,0,1083.9599609375
0,0.0,0,31.0
4518,1.0,1083,0.0
0,0.0,0,8.0
0,0.0,7682,8.0
0,0.0,0,4.0
0,0.0,29691,67.0
0,0.0,0,1079.9599609375
0,0.0,0,4.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
21,1904.0,1,152860.3125
0,0.0,48976,14.0
0,0.0,0,8.0
0,21.0,6544,0.0
0,0.0,0,1.0
0,21.0,1197,0.0
0,0.0,0,0.0
0,0.0,0,1079.8800048828125
0,0.0,0,1079.8800048828125
0,0.0,0,1079.8800048828125
0,0.0,21,0.0
0,0.0,0,1.0
0,21.0,0,0.0
21,1257.0,1,9566.2998046875
1253,3.0,1078,0.0
0,0.0,21,0.0
0,0.0,0,3.0
0,0.0,1567,7.0
0,0.0,1641677,45.0
0,0.0,0,0.0
0,0.0,0,1069.9000244140625
0,0.0,0,22.0
0,0.0,1079,10.0
0,0.0,25497,15.0
21,1227.0,1,10486.7900390625
0,0.0,0,2.0
0,21.0,2279,0.0
0,0.0,30799,28.0
0,0.0,27186,43.0
0,21.0,1843,0.0
0,0.0,0,4.0
0,0.0,9411,7.0
0,0.0,30633,31.0
0,0.0,0,1055.780029296875
0,0.0,12570,17.0
0,0.0,67200,17.0
0,0.0,0,3.0
0,0.0,9555,11.0
0,0.0,0,3.0
0,0.0,16211,95.0
0,0.0,821,47.0
7221,0.0,1050,0.0
0,0.0,57324,1653.0
0,0.0,33931,21.0
9346,7.0,1048,0.0
21,7886.0,1,4585.509765625
0,0.0,0,11.0
0,0.0,0,1.0
0,0.0,2619,13.0
0,0.0,0,8.0
2169,2.0,1044,0.0
0,0.0,0,5.0
0,0.0,40458,15.0
0,0.0,0,8.0
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,0,12.0
0,0.0,0,0.0
0,0.0,0,1038.800048828125
21,6483.0,1,35018.421875
0,0.0,0,22.0
21,176.0,1,2637.080078125
0,0.0,15186,50.0
0,0.0,0,6.0
0,0.0,0,1032.0
0,21.0,1901,0.0
0,0.0,0,20.0
0,0.0,16661,190.0
7516,1.0,1028,0.0
0,0.0,4102,35.0
0,0.0,0,1027.0
2360,1.0,1027,0.0
0,0.0,1232,5.0
0,0.0,38988,15.0
5712,0.0,1022,0.0
0,0.0,0,1021.0900268554688
0,0.0,0,4.0
0,0.0,21,0.0
0,0.0,39292,18.0
0,0.0,87977,581.0
0,0.0,0,1014.0
0,0.0,57582,10.0
21,5637.0,1,4353.43994140625
0,0.0,0,21.0
0,0.0,20799,108.0
5522,0.0,1007,0.0
0,0.0,0,16.0
7399,3.0,1006,0.0
0,0.0,21685,11.0
0,0.0,33135,32.0
21,0.0,1,0.0
0,0.0,0,12.0
0,0.0,0,3.0
0,0.0,0,1.0
0,0.0,21,0.0
0,0.0,3855,5.0
9044,0.0,1000,0.0
0,0.0,0,999.9600219726562
0,21.0,4376,0.0
0,0.0,0,999.9500122070312
0,0.0,0,999.9500122070312
21,7900.0,2,32602.05078125
0,0.0,0,5.0
0,0.0,15630,124.0
21,4139.0,1,24319.66015625
21,4000.0,1,20381.060546875
21,4038.0,1,19803.759765625
21,6164.0,1,41781.9296875
0,21.0,3632,0.0
0,0.0,0,20.0
0,0.0,0,20.0
0,0.0,0,999.5
0,0.0,0,999.5
0,0.0,21,0.0
0,0.0,0,50.0
0,0.0,0,999.5
3002,0.0,999,0.0
0,0.0,59346,28.0
0,0.0,13959,120.0
7726,1.0,998,0.0
0,0.0,0,352.0
21,8281.0,1,104496.4375
0,0.0,0,4.0
0,0.0,0,4.0
21003,1.0,994,0.0
0,21.0,1340,0.0
2505,1.0,992,0.0
3843,0.0,990,0.0
3440,1.0,990,0.0
0,0.0,0,11.0
0,21.0,3787,0.0
0,0.0,21,0.0
0,0.0,1181,16.0
0,0.0,0,2.0
0,0.0,17795,117.0
2230,1.0,987,0.0
425,1.0,987,0.0
21,4484.0,1,78783.2421875
6637,1.0,986,0.0
0,0.0,0,983.9600219726562
0,0.0,8666,520.0
0,0.0,22531,24.0
0,0.0,843,7.0
21,9068.0,1,7409.4599609375
0,0.0,0,531.0
0,0.0,0,1.0
0,0.0,0,11.0
21,6867.0,0,11891.2998046875
0,0.0,0,6.0
0,0.0,798,6.0
7248,1.0,974,0.0
0,0.0,21,0.0
0,0.0,54382,10.0
0,0.0,0,969.8499755859375
4339,1.0,970,0.0
2120,3.0,969,0.0
0,0.0,21,0.0
0,0.0,91829,1091.0
0,0.0,0,22.0
0,0.0,21,0.0
0,0.0,0,0.0
1973,1.0,966,0.0
21,1009.0,1,14906.3095703125
0,0.0,0,7.0
0,0.0,0,4.0
0,0.0,3926,251.0
0,0.0,0,959.9400024414062
0,0.0,2518,5.0
21,0.0,0,0.0
0,0.0,0,8.0
0,0.0,0,959.9199829101562
21,3172.0,1,61650.91015625
0,0.0,0,959.9199829101562
0,0.0,0,959.9199829101562
0,0.0,41430,81.0
0,0.0,0,4047.0
0,0.0,0,1.0
21,2038.0,1,0.0
0,0.0,0,6.0
0,0.0,0,1.0
0,0.0,0,1.0
21,2011.0,9,3595.050048828125
0,0.0,13724,20.0
0,0.0,10486,35.0
0,0.0,0,959.5
0,0.0,2642,12.0
0,21.0,2402,0.0
2987,4.0,958,0.0
2321,21.0,958,0.0
0,21.0,94,0.0
0,0.0,0,773.0
0,0.0,1380,5.0
0,0.0,21,0.0
0,0.0,0,716.0
0,0.0,0,702.0
0,0.0,1053,9.0
0,21.0,1938,0.0
0,21.0,2104,0.0
0,21.0,1888,0.0
0,21.0,1901,0.0
0,0.0,661,8.0
0,0.0,21,0.0
0,0.0,0,3.0
0,21.0,4797,0.0
0,0.0,21687,12.0
0,0.0,9140,19.0
0,0.0,0,0.0
21,2476.0,1,2575.340087890625
1822,1.0,950,0.0
5128,1.0,948,0.0
0,0.0,0,946.219970703125
0,0.0,0,9.0
21,6840.0,0,23676.609375
0,0.0,21,0.0
21,5992.0,1,22597.01953125
6104,0.0,944,0.0
0,0.0,79820,943.0
0,0.0,21,0.0
5653,1.0,940,0.0
0,0.0,14814,72.0
21,8025.0,2,2138.89990234375
0,0.0,44898,20.0
0,21.0,3454,0.0
0,0.0,0,934.0
0,0.0,0,6.0
21,4211.0,1,60737.26953125
0,0.0,4176,7.0
0,0.0,0,941.0
0,0.0,38487,12.0
5310,1.0,930,0.0
21,1242.0,1,14705.900390625
21,1224.0,1,14375.1396484375
544,1.0,930,0.0
0,0.0,0,10.0
0,0.0,0,10.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,927.9199829101562
0,0.0,0,0.0
0,0.0,0,0.0
433,1.0,927,0.0
21,4886.0,1,23402.259765625
0,0.0,0,5.0
0,21.0,0,0.0
0,21.0,2378,0.0
21,428.0,1,1600.6700439453125
21,444.0,1,980.469970703125
21,430.0,1,1520.8399658203125
0,0.0,13895,14.0
0,0.0,17587,74.0
0,0.0,21,0.0
0,0.0,52366,17.0
0,0.0,60993,592.0
0,0.0,0,6.0
0,0.0,14535,11.0
0,0.0,0,8.0
0,0.0,7696,5.0
4993,1.0,913,0.0
0,0.0,466,9.0
21,1859.0,1,0.0
7404,1.0,910,0.0
0,21.0,6036,0.0
21,6620.0,4,24027.990234375
0,0.0,65699,33.0
294,1.0,906,0.0
0,0.0,0,8704.0
1328,1.0,903,0.0
0,0.0,0,3522.0
0,0.0,1017,5.0
9432,1.0,900,0.0
0,0.0,0,899.969970703125
0,0.0,0,4935.0
0,0.0,90960,14.0
21,2597.0,1,449.8900146484375
0,0.0,13895,95.0
0,21.0,7674,0.0
0,21.0,6121,0.0
0,0.0,0,1.0
0,0.0,0,899.9099731445312
0,0.0,0,3158.0
0,0.0,2275,8.0
0,0.0,0,10.0
0,0.0,0,1.0
0,0.0,0,9.0
1190,1.0,900,0.0
0,0.0,15703,25.0
0,0.0,0,899.5
0,21.0,404,0.0
0,0.0,32290,63.0
0,0.0,0,1.0
0,0.0,2031567,19.0
0,0.0,43455,5.0
7259,1.0,896,0.0
0,0.0,2264,7.0
21,6210.0,2,0.0
2927,1.0,891,0.0
1,890.0,10,3.700000047683716
0,0.0,2057,6.0
0,0.0,0,39.0
0,0.0,0,883.2999877929688
21,2540.0,2,23084.689453125
2713,7.0,883,0.0
0,0.0,0,49.0
0,0.0,11259,19.0
21,235.0,1,19875.80078125
21,1080.0,1,4491.6298828125
21,3911.0,1,64385.6484375
21,588.0,1,0.0
21,513.0,1,0.0
0,0.0,0,8.0
21,504.0,1,0.0
0,0.0,21,0.0
0,0.0,21,0.0
21,575.0,1,0.0
0,0.0,0,2.0
0,0.0,21,0.0
21,591.0,1,0.0
0,0.0,0,8.0
0,0.0,0,879.9199829101562
0,0.0,21,0.0
0,21.0,2314,0.0
0,21.0,0,0.0
3436,1.0,880,0.0
3432,0.0,880,0.0
21,717.0,1,3794.780029296875
0,0.0,0,16.0
0,0.0,21,0.0
0,0.0,0,22.0
0,0.0,21,0.0
0,0.0,0,22.0
21,902.0,2,13281.9599609375
85,1.0,879,0.0
0,0.0,17899,88.0
21,8280.0,1,2608.219970703125
0,0.0,14224,185.0
0,0.0,19855,38.0
0,0.0,0,1.0
1917,4.0,870,0.0
0,0.0,0,1.0
0,0.0,15432,82.0
0,0.0,0,869.4000244140625
0,0.0,0,869.3300170898438
0,0.0,1011,8.0
1956,1.0,869,0.0
35,1.0,868,0.0
0,0.0,11944,593.0
21,2857.0,1,18147.73046875
0,0.0,3533,380.0
0,0.0,0,51.0
0,0.0,0,51.0
21,8178.0,1,50381.890625
0,0.0,0,863.9099731445312
21,500.0,1,966.2000122070312
21,435.0,1,3935.139892578125
21,427.0,1,3780.919921875
0,21.0,4401,0.0
0,0.0,0,859.9600219726562
21,2553.0,1,0.0
0,0.0,0,1.0
0,21.0,2821,0.0
2596,1.0,860,0.0
0,21.0,2716,0.0
0,0.0,40560,906.0
0,0.0,0,859.5700073242188
1167,1.0,858,0.0
0,0.0,3882,6.0
0,0.0,0,1081.0
0,0.0,40037,943.0
0,0.0,0,852.1199951171875
0,0.0,0,4.0
0,0.0,23956,56.0
0,0.0,0,849.9500122070312
0,0.0,0,5.0
21,4744.0,1,83855.0
126,1.0,849,0.0
0,0.0,1986,11.0
7775,1.0,846,0.0
0,0.0,17486,34.0
0,0.0,2418,7.0
0,0.0,0,8.0
6365,1.0,844,0.0
0,0.0,8369,36.0
0,0.0,0,1.0
0,0.0,0,840.0
0,0.0,0,840.0
0,0.0,235,7.0
0,0.0,0,1.0
0,0.0,0,1.0
0,21.0,2517,0.0
0,0.0,23230,10.0
5385,2.0,840,0.0
21,422.0,1,6386.06005859375
21,411.0,1,946.47998046875
21,455.0,1,4558.47998046875
0,0.0,1251,7.0
0,0.0,11245,41.0
0,0.0,2797,78.0
0,0.0,18317,11.0
0,0.0,0,2592.0
2617,0.0,836,0.0
0,0.0,52699,20.0
541,1.0,832,0.0
2542,1.0,830,0.0
21,5553.0,1,62637.16015625
21,229.0,1,19062.33984375
0,0.0,7128,251.0
0,0.0,0,8.0
0,0.0,0,1.0
0,0.0,3392,128.0
0,0.0,1026,5.0
1015,1.0,826,0.0
21,5533.0,1,11237.349609375
965,1.0,825,0.0
0,0.0,13253,17.0
0,0.0,28665,74.0
0,0.0,0,819.5900268554688
21,3518.0,0,37313.4296875
2865,6.0,819,0.0
0,0.0,784,9.0
0,0.0,0,1.0
0,0.0,7038398,110.0
4286,1.0,813,0.0
0,0.0,0,27.0
0,0.0,0,4.0
0,0.0,0,811.8599853515625
0,0.0,0,809.9099731445312
2388,1.0,808,0.0
0,1.0,807,0.0
2116,1.0,804,0.0
0,0.0,0,19.0
608,0.0,801,0.0
3668,1.0,800,0.0
0,0.0,0,2.0
0,21.0,0,0.0
6451,1.0,800,0.0
7257,1.0,800,0.0
0,21.0,2826,0.0
0,0.0,0,5.0
0,0.0,0,1.0
0,0.0,9604,8.0
0,0.0,22756,4293.0
0,21.0,2164,0.0
21,6910.0,1,38900.76953125
0,21.0,4291,0.0
0,0.0,0,4012.0
6792,0.0,800,0.0
0,21.0,2271,0.0
7010,0.0,800,0.0
21,6350.0,1,118652.6328125
0,0.0,21,0.0
21,739.0,1,0.0
0,0.0,1543,257.0
0,0.0,0,16.0
0,0.0,0,799.5999755859375
0,0.0,12851,128.0
0,0.0,0,106.0
21,4197.0,1,76883.3125
0,0.0,0,5.0
4674,1.0,793,0.0
0,21.0,8656,0.0
0,0.0,0,22.0
0,0.0,16364,407.0
0,0.0,11828,98.0
0,0.0,8925,190.0
0,0.0,27437,873.0
0,0.0,15526,13.0
0,0.0,27364,11.0
0,0.0,0,783.510009765625
0,0.0,0,1.0
0,0.0,0,779.9600219726562
0,0.0,0,6.0
0,21.0,7842,0.0
0,0.0,24111,25.0
0,21.0,3368,0.0
0,0.0,0,39.0
348,1.0,775,0.0
0,0.0,0,6.0
0,0.0,0,774.0
0,0.0,0,770.1599731445312
0,0.0,0,1.0
0,0.0,37389,43.0
0,0.0,12168,30.0
0,0.0,12062,30.0
0,0.0,12166,30.0
0,0.0,2427,46.0
0,0.0,2337,46.0
0,0.0,0,40.0
0,0.0,21,0.0
0,0.0,1595,6.0
21,1906.0,1,853.0399780273438
0,0.0,0,8.0
21,0.0,1,0.0
0,21.0,8393,0.0
0,21.0,625,0.0
0,0.0,2382784,24.0
0,0.0,1446,9.0
21,4265.0,1,113356.8515625
0,0.0,2767,39.0
0,0.0,11128,13.0
0,0.0,11423,43.0
0,0.0,0,4.0
0,0.0,0,1.0
170,1.0,760,0.0
174,1.0,760,0.0
164,1.0,760,0.0
109,1.0,760,0.0
0,0.0,21003,31.0
0,0.0,0,2.0
0,0.0,506,8.0
0,0.0,930,8.0
0,0.0,0,755.6400146484375
0,0.0,0,13.0
21,5174.0,1,15389.9697265625
5329,1.0,753,0.0
2666,0.0,752,0.0
6737,1.0,752,0.0
21,788.0,1,560.6599731445312
6442,1.0,751,0.0
0,0.0,0,1.0
21,2667.0,1,2296.93994140625
0,0.0,0,748.3200073242188
0,0.0,1999,8.0
1722,1.0,746,0.0
0,0.0,0,15.0
0,0.0,0,47.0
0,0.0,0,1.0
1084,2.0,743,0.0
0,0.0,0,7.0
0,0.0,0,740.739990234375
0,0.0,0,37.0
0,0.0,0,6.0
0,0.0,0,1.0
21,5513.0,2,16501.75
1829,2.0,738,0.0
0,0.0,8767,5.0
0,21.0,2229,0.0
0,0.0,21,0.0
2109,1.0,735,0.0
0,0.0,17733,98.0
0,0.0,1068,5.0
0,0.0,0,24.0
0,0.0,21,0.0
162,1.0,731,0.0
21,494.0,1,1668.8699951171875
21,567.0,1,1265.18994140625
21,540.0,1,1317.2099609375
0,0.0,0,43.0
2918,1.0,729,0.0
0,0.0,17766,12.0
2875,0.0,728,0.0
0,0.0,0,22.0
0,0.0,10325,22.0
0,0.0,19992,33.0
0,0.0,11722,53.0
0,0.0,17077,168.0
0,0.0,12610,28.0
280,1.0,721,0.0
0,21.0,4469,0.0
21,5800.0,1,0.0
0,0.0,0,4.0
5649,1.0,720,0.0
0,21.0,4423,0.0
0,0.0,13222,124.0
0,0.0,217,47.0
5530,1.0,720,0.0
0,0.0,0,719.9400024414062
21,3676.0,1,1729.5
0,0.0,0,1.0
0,0.0,13430,19.0
0,0.0,0,9.0
0,0.0,0,719.9099731445312
6682,1.0,720,0.0
21,6422.0,0,19045.900390625
0,0.0,0,719.8800048828125
0,0.0,0,719.8800048828125
0,0.0,0,719.8800048828125
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
0,0.0,0,1.0
3238,1.0,720,0.0
0,0.0,0,9.0
0,0.0,0,719.6400146484375
0,21.0,1570,0.0
0,0.0,1268,125.0
21,2678.0,1,11232.1904296875
21,8732.0,1,262.17999267578125
0,0.0,0,2.0
6353,2.0,716,0.0
0,0.0,0,1.0
2141,1.0,714,0.0
0,0.0,0,42.0
0,0.0,29039,64.0
21,2552.0,2,0.0
21,5577.0,1,36135.578125
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,13635,48.0
0,0.0,7182,169.0
0,0.0,0,5.0
21,8063.0,0,29608.51953125
0,0.0,0,8.0
692,1.0,704,0.0
0,21.0,1203,0.0
547,1.0,702,0.0
0,0.0,0,701.4600219726562
0,0.0,31589,83.0
0,0.0,12199,1023.0
0,0.0,0,699.9500122070312
21,2146.0,1,0.0
21,2183.0,1,0.0
0,0.0,37423,655.0
0,0.0,0,3162.0
0,0.0,0,10.0
21,2381.0,0,35024.421875
0,0.0,11833,16.0
21,28868.0,1,84182.921875
0,0.0,167,247.0
0,0.0,1307,6.0
0,0.0,0,130.0
0,0.0,2314,49.0
0,0.0,0,6.0
5067,1.0,693,0.0
0,0.0,0,7.0
4850,1.0,693,0.0
0,0.0,16391,19.0
0,0.0,72696,84.0
0,0.0,2555,17.0
5650,1.0,692,0.0
2539,0.0,692,0.0
0,0.0,0,1.0
0,0.0,20459,94.0
0,0.0,1957,175.0
0,0.0,21,0.0
0,0.0,21,0.0
0,0.0,30783,21.0
1539,2.0,684,0.0
0,0.0,1354,5.0
0,21.0,1893,0.0
0,21.0,1791,0.0
0,0.0,1657,5.0
21,2203.0,1,41976.390625
7776,1.0,681,0.0
2565,1.0,681,0.0
0,0.0,0,40.0
2989,1.0,680,0.0
21,1787.0,1,41614.76953125
0,0.0,0,679.9600219726562
0,0.0,18342,30.0
0,21.0,600,0.0
0,0.0,20360,79.0
0,0.0,12230,814.0
544,3.0,679,0.0
2595,2.0,679,0.0
8950,0.0,678,0.0
3084,2.0,676,0.0
0,0.0,0,5.0
21,6086.0,1,22172.740234375
0,0.0,1294,19.0
0,0.0,26322,11.0
1118,1.0,669,0.0
0,21.0,656,0.0
2816,1.0,668,0.0
0,0.0,0,5.0
0,0.0,21,0.0
0,0.0,0,0.0
1957,1.0,666,0.0
21,2632.0,1,3056.330078125
2658,1.0,664,0.0
6744,1.0,662,0.0
0,0.0,0,662.219970703125
0,0.0,12172,20.0
21,7997.0,3,27031.9296875
0,0.0,21889,33.0
21,355.0,1,1360.6199951171875
21,3283.0,3,15853.1904296875
0,0.0,19923,18.0
0,21.0,5335,0.0
0,0.0,0,11.0
21,860.0,2,18870.279296875
0,0.0,0,8.0
0,0.0,12471,37.0
0,0.0,0,659.1799926757812
0,0.0,0,659.1799926757812
0,21.0,2008,0.0
21,3405.0,1,23434.390625
0,0.0,0,5.0
0,0.0,3992,47.0
21,8759.0,1,810.1699829101562
21,2682.0,1,0.0
7079,2.0,654,0.0
0,0.0,21,0.0
21,8748.0,0,1142.260009765625
0,0.0,12571,67.0
0,0.0,0,649.989990234375
0,0.0,0,5.0
0,0.0,0,1.0
0,0.0,0,649.9000244140625
450,1.0,650,0.0
0,0.0,0,1.0
0,0.0,0,5.0
0,0.0,0,5.0
0,0.0,304855,175.0
0,0.0,9800,6.0
0,0.0,0,5.0
7714,1.0,645,0.0
0,0.0,0,0.0
0,0.0,0,3.0
0,0.0,0,0.0
21,315.0,2,47546.03125
1211,1.0,644,0.0
21,6885.0,0,20493.279296875
0,0.0,2611,11.0
2467,0.0,644,0.0
0,0.0,0,643.8599853515625
21,2849.0,1,2141.050048828125
0,0.0,52153,17.0
9599,4.0,641,0.0
0,0.0,2669,12.0
21,6649.0,1,4796.7998046875
0,0.0,0,1.0
0,0.0,21,0.0
21,3911.0,1,57837.23828125
0,0.0,0,639.9199829101562
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,1224,257.0
0,0.0,10168,81.0
0,0.0,10689,44.0
5322,1.0,638,0.0
21,80090.0,1,617.489990234375
5212,1.0,637,0.0
0,0.0,0,3.0
4875,1.0,637,0.0
0,0.0,21,0.0
0,0.0,0,1.0
0,0.0,0,635.8400268554688
6183,11.0,635,0.0
0,21.0,8279,0.0
0,0.0,0,634.75
5170,1.0,632,0.0
107862,1.0,630,0.0
0,0.0,0,629.969970703125
6457,1.0,630,0.0
0,0.0,0,629.9099731445312
21,6604.0,1,98021.0078125
0,0.0,0,7.0
8137,0.0,629,0.0
0,0.0,34730,76.0
1211,1.0,627,0.0
21,2454.0,1,1064.8299560546875
0,0.0,19200,243.0
0,0.0,0,623.0
0,21.0,3823,0.0
0,0.0,0,21.0
0,0.0,0,6.0
0,0.0,0,5.0
